what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1347428593973
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1347428598560
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1347428599716
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1347428600157
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1347428610035
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347428611434
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1347428614474
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1347428620810
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1347428623065
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347428626946
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1347428634571
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1347428636824
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347428638878
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1347428644372
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1347428647229
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347428648152
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347428663008
activated,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.CommonXmlEditor",1347428667342
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347428690790
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347428696601
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347429709176
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347429711576
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347429713106
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347429715416
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347429715449
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1347429717526
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1347429720654
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1347429723242
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347429724474
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347429730032
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347429730033
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347429732318
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347429742075
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1347429745840
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1347429747413
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347429751991
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347429754316
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347429768537
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347429773569
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347432487390
activated,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.CommonXmlEditor",1347432495675
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347432504389
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347432512319
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347432639974
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1347432646081
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347432655360
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347432667653
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1347432675025
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1347432679326
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1347432694057
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1347432697080
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347432705088
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347432742325
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347432754902
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347432763539
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1347432785634
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1347432788231
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347432799873
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347432803806
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347432807729
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347432840878
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347433446895
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1347433455490
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1347433455773
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1347433456524
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347433460265
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1347433466024
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347433477323
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1347433478559
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347433483016
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1347433496614
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347433499430
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347433527839
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1347433897843
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347433898015
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.debug",1347433904036
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347433907928
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347433909551
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347433912349
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347433913879
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347433948939
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347433961084
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1347433962628
